No.,ID,Name,URL,Address,State,Contact details 1,Contact details 2,Contact details 3,Contact details 4,Contact details 5,Contact details 6,Contact details 7,Good/BAD
110,105664,Van’s Sporting Goods – Cullman,https://www.henryusa.com/dealer-location/vans-sporting-goods-cullman/,"2045 County Rd 222Cullman, AL 35057",Alabama,Empty field,256-775-4031,info@vanssportinggoods.com,https://www.vansoutdoors.com/,Empty field,Empty field,Empty field,
111,92185,Village Jewelry & Sports,https://www.henryusa.com/dealer-location/village-jewelry-sports/,"119 East Alabama StAsk for ShaneButler, AL 36904",Alabama,Empty field,205-459-3348,vjsinc@msn.com,Empty field,205-459-3993,Empty field,Empty field,
112,92147,Walter Craig’s The Sportmans Headquarters,https://www.henryusa.com/dealer-location/sportsmans-headquarters/,"1201 N Eastern BypassMontgomery, AL 36117",Alabama,Empty field,334-396-5297,Empty field,Empty field,334-396-5296,Empty field,Empty field,
113,92101,Wilborn Outdoors,https://www.henryusa.com/dealer-location/wilborn-outdoors/,"505 Main Ave. N.W.Cullman, AL 35055",Alabama,Empty field,256-737-9595,Empty field,Empty field,Empty field,Empty field,Empty field,
114,92178,Willingham’s Sports,https://www.henryusa.com/dealer-location/willinghams-sports/,"1405 Highway 80 WestDemopolis, AL 36732",Alabama,Empty field,334-289-4652,Empty field,Empty field,Empty field,Empty field,Empty field,
115,113136,Wills Town Tactical,https://www.henryusa.com/dealer-location/wills-town-tactical/,"1801 Gault Avenue NorthSuite 103Fort Payne, AL 35967",Alabama,Johnathan Morgan,256-516-9710,Empty field,Empty field,Empty field,Empty field,Empty field,
116,92099,Woods and Water Inc.,https://www.henryusa.com/dealer-location/woods-and-water-inc/,"5101 Summit RidgeTuscaloosa, AL 35405",Alabama,Empty field,205-342-4868,info@woods-n-water.com,Empty field,205-561-1499,Empty field,Empty field,
117,113160,Zindel’s Gun Shop Llc,https://www.henryusa.com/dealer-location/zindels-gun-shop-llc/,"531 Highway 71Haleyville, AL 35565",Alabama,Julie and Luke Zindel,205-269-2826,Empty field,Empty field,Empty field,Empty field,Empty field,
118,92065,Bayview Inc,https://www.henryusa.com/dealer-location/bayview-inc/,"101 Front StPO Box 371 27Toksook Bay, AK 99637",Alaska,Empty field,907-427-7019,bayviewgeneralmerchandiseinc.com,Empty field,Empty field,Empty field,Empty field,
119,92062,Brown Bear Gun Shop,https://www.henryusa.com/dealer-location/brown-bear-gun-shop/,"104 North Tinker LnKenai, AK 99611",Alaska,Empty field,907-283-3800,Empty field,Empty field,Empty field,Empty field,Empty field,
120,92078,Cabela’s – Anchorage,https://www.henryusa.com/dealer-location/cabelas-2/,"155 W. 104th StreetAnchorage, AK 99515",Alaska,Empty field,907-341-3400,Clay.Ramsey@cabelas.com,Empty field,Empty field,Empty field,Empty field,
121,92066,Chimo Guns,https://www.henryusa.com/dealer-location/chimo-guns/,"505 East Herning AvenueWasilla, AK 99654",Alaska,Empty field,907-376-5261,chimos@mtaonline.net,http://www.chimoguns.com,907-376-5260,Empty field,Empty field,
122,92063,Cy’s Sporting Goods,https://www.henryusa.com/dealer-location/cys-sporting-goods/,"11206 S Russian Creek RoadKodiak, AK 99615",Alaska,Empty field,907-486-3900,cykodiak@ptialaska.net,Empty field,Empty field,Empty field,Empty field,
123,92071,"Eskimos, Incorporated",https://www.henryusa.com/dealer-location/eskimos-incorporated/,"3417 Stevenson StPO Box 536Barrow, AK 99723",Alaska,Empty field,907-852-8000,Empty field,Empty field,Empty field,Empty field,Empty field,
124,92070,Frontier Outfitters,https://www.henryusa.com/dealer-location/frontier-outfitters/,"250 3rd StreetSuite 6Fairbanks, AK 99701",Alaska,Empty field,907-452-4774,mlginc@gci.net,Empty field,Empty field,Empty field,Empty field,
125,92072,Granite View Sports,https://www.henryusa.com/dealer-location/granite-view-sports/,"Mile 267 Richardson Highway - Building 1047PO Box 51Delta Junction, AK 99737",Alaska,Empty field,907-895-4990,Empty field,Empty field,Empty field,Empty field,Empty field,
126,92057,"Great Northern Guns, Inc.",https://www.henryusa.com/dealer-location/great-northern-guns-inc/,"4425 Wright StreetAnchorage, AK 99507",Alaska,Empty field,907-563-3006,greatnortherngunsinc@yahoo.com,Empty field,907-563-6182,Empty field,Empty field,
127,92054,Gun Runners – Anchorage,https://www.henryusa.com/dealer-location/gun-runners/,"601 E. Northern Lights Blvd, Suite DAnchorage, AK 99503",Alaska,Empty field,907-245-5486,Empty field,Empty field,Empty field,Empty field,Empty field,
128,92060,Kachemak Gear Shed,https://www.henryusa.com/dealer-location/kachemak-gear-shed/,"3625 E. End RdHomer, AK 99603",Alaska,Empty field,907-235-8612,johnk@reddenmarine.com,Empty field,Empty field,Empty field,Empty field,
129,92077,Log Cabin Sporting Goods,https://www.henryusa.com/dealer-location/log-cabin-sporting-goods/,"1 Easy StreetPO Box 992Craig, AK 99921",Alaska,Empty field,907-826-2205,melissa@logcabinsports.com,http://www.logcabinsports.com,907-826-2210,Empty field,Empty field,
130,92064,Mack’s Sport Shop,https://www.henryusa.com/dealer-location/macks-sport-shop/,"212 Lower Mill Bay RdKodiak, AK 99615",Alaska,Empty field,907-486-4276,erikberggren@classicalaska.com,http://www.mackssportshop.com,907-486-2928,Empty field,Empty field,
131,92053,Mat-su Tactical,https://www.henryusa.com/dealer-location/mat-su-tactical/,"3250 N Moose StreetWasilla, AK 99654",Alaska,Peter Menage,907-715-1205,info@matsutactical.com,http://matsutactical.com,Empty field,Empty field,Empty field,
132,92055,Mountain View Sports Center,https://www.henryusa.com/dealer-location/mountain-view-sports-center/,"11124 Old Seward hwy ste aAnchorage, AK 99515",Alaska,Empty field,907-563-8600,mvsports@alaska.net,http://www.mtviewsports.com,Empty field,Empty field,Empty field,
133,92073,Nome Outfitters Gun Shop,https://www.henryusa.com/dealer-location/nome-outfitters-gun-shop/,"235 1st StreetNome, AK 99762",Alaska,Empty field,907-443-2880,johnsoncpa@gci.net,Empty field,Empty field,Empty field,Empty field,
134,92076,Orion Sporting Goods,https://www.henryusa.com/dealer-location/orion-sporting-goods/,"705 Halibut Point RdUnit ESitka, AK 99835",Alaska,Empty field,907-747-3541,orion@gci.net,Empty field,Empty field,Empty field,Empty field,
135,106803,Polar Armory,https://www.henryusa.com/dealer-location/polar-armory/,"10943 N Snowy Mountain Cir.Palmer, AK 99645",Alaska,"Bret ""Oso"" Adams or Frankie Adams",907-795-7215,Polararmory@gmail.com,http://www.Polararmory.com,Empty field,Empty field,Empty field,
136,92058,Sportsman’s Warehouse – Anchorage,https://www.henryusa.com/dealer-location/sportsmans-warehouse/,"8681 Old Seward HwyAnchorage, AK 99515",Alaska,Wil Jackson,907-644-1400,121-storemanager@sportsmans.com,https://stores.sportsmans.com/sportsmans-warehouse/us/ak/anchorage/8681-old-seward-hwy,907-644-1401,Empty field,Empty field,
137,92069,Sportsman’s Warehouse – Fairbanks,https://www.henryusa.com/dealer-location/sportsmans-warehouse-2/,"423 Merhar AvenueFairbanks, AK 99701",Alaska,Brian Davidson,907-374-8800,145-storemanager@sportsmans.com,https://stores.sportsmans.com/sportsmans-warehouse/us/ak/fairbanks/423-merhar-ave,907-374-8801,Empty field,Empty field,
138,98362,Sportsman’s Warehouse – Juneau,https://www.henryusa.com/dealer-location/sportsmans-warehouse-26/,"8745 Glacier HwySTE 105Juneau, Ak 99801",Alaska,Destiny Buruato,907-500-9720,248-storemanager@sportsmans.com,https://stores.sportsmans.com/sportsmans-warehouse/us/ak/juneau/8745-glacier-hwy,907-500-9730,Empty field,Empty field,
139,98363,Sportsman’s Warehouse – Soldotna,https://www.henryusa.com/dealer-location/sportsmans-warehouse-27/,"44402 Sterling HwySoldotna, AK 99669",Alaska,Dallin Harris,907-420-3000,212-storemanager@sportsmans.com,https://stores.sportsmans.com/sportsmans-warehouse/us/ak/soldotna/44402-sterling-hwy,907-420-3050,Empty field,Empty field,
140,98364,Sportsman’s Warehouse – Wasilla,https://www.henryusa.com/dealer-location/sportsmans-warehouse-28/,"1901 East Parks HighwayWasilla, AK 99654",Alaska,Jake Sherlock,907-864-8000,159-storemanager@sportsmans.com,https://stores.sportsmans.com/sportsmans-warehouse/us/ak/wasilla/1901-east-parks-highway,907-864-8001,Empty field,Empty field,
141,92056,"The Gun Traders, Inc.",https://www.henryusa.com/dealer-location/the-gun-traders-inc/,"601 E Northern Lights Blvd Ste DAnchorage, AK 99503",Alaska,Empty field,907-337-6522,guntraders@acsalaska.net,http://www.newguntraders.com,Empty field,Empty field,Empty field,
142,107319,Three Bears Outpost – #01,https://www.henryusa.com/dealer-location/three-bears-outpost-01/,"Mile 1313 3 Alaska HwyTok, AK 99780",Alaska,Empty field,907-883-5370,Empty field,https://threebearsalaska.com/outpost-01-tok/,Empty field,Empty field,Empty field,
143,107599,Three Bears Outpost – #100,https://www.henryusa.com/dealer-location/three-bears-outpost-100/,"22211 Birchwood LoopChugiak, AK 99567",Alaska,Empty field,907-688-2212,Empty field,https://threebearsalaska.com/outpost/,Empty field,Empty field,Empty field,
144,107331,Three Bears Outpost – #45,https://www.henryusa.com/dealer-location/three-bears-outpost-45/,"Mile 248.5 George Parks HwyHealy, AK 99743",Alaska,Kane,907-683-1300,Empty field,https://threebearsalaska.com/outpost/,Empty field,Empty field,Empty field,
145,107593,Three Bears Outpost – #50,https://www.henryusa.com/dealer-location/three-bears-outpost-50/,"10575 Kenai Spur HwyKenai, AK 99611",Alaska,Empty field,907-683-1300,Empty field,https://threebearsalaska.com/outpost/,Empty field,Empty field,Empty field,
146,107594,Three Bears Outpost – #60,https://www.henryusa.com/dealer-location/three-bears-outpost-60/,"8151 E Palmer Wasilla HwyPalmer, AK 99645",Alaska,Empty field,907-746-3888,Empty field,https://threebearsalaska.com/outpost/,Empty field,Empty field,Empty field,
147,107597,Three Bears Outpost – #80,https://www.henryusa.com/dealer-location/three-bears-outpost-80/,"445 N Pittman RdWasilla, AK 99623",Alaska,Empty field,907-357-4307,Empty field,https://threebearsalaska.com/outpost/,Empty field,Empty field,Empty field,
148,107598,Three Bears Outpost – #85,https://www.henryusa.com/dealer-location/three-bears-outpost-85/,"3950 S Knik Goose Bay RdWasilla, AK 99654",Alaska,Empty field,907-376-4500,Empty field,https://threebearsalaska.com/outpost/,Empty field,Empty field,Empty field,
149,92061,Ulmers,https://www.henryusa.com/dealer-location/ulmers/,"3858 Lake StreetHomer, AK 99603",Alaska,Empty field,907-235-8594,chad.leblanc@att.net,Empty field,Empty field,Empty field,Empty field,
150,92333,Aji Sports,https://www.henryusa.com/dealer-location/aji-sports/,"10444 E Apache TrailApache Junction, AZ 85120",Arizona,Jeff Serdy,480-984-8616,AJISPORTS@MSN.COM,http://www.ajisports.com/,480-984-8630,Empty field,Empty field,
151,118518,America Fidelis,https://www.henryusa.com/dealer-location/america-fidelis/,"485 South Watson RoadSuite 105Buckeye, AZ 85326",Arizona,Empty field,623-248-0702,contact@americafidelis.com,https://americafidelis.com/,Empty field,Empty field,Empty field,
152,92349,Arizona Arms Sales Llc,https://www.henryusa.com/dealer-location/arizona-arms-llc/,"487 W Elliot RdGilbert, AZ 85233",Arizona,Mike Reber,480-322-8618,info@arizonaarms.com,Empty field,480-503-3227,Empty field,Empty field,
153,92357,"Arizona Firearms Collectibles, Inc.",https://www.henryusa.com/dealer-location/arizona-firearms-collectibles-inc/,"1315 West University DriveTempe, AZ 85281",Arizona,Empty field,480-968-7481,arizona-firearms@hotmail.com,Empty field,480-968-7243,Empty field,Empty field,
154,92368,Aztec Pawn & Gold,https://www.henryusa.com/dealer-location/aztec-pawn-gold/,"36 East Baseline RdPhoenix, AZ 85042",Arizona,Empty field,602-243-0900,Empty field,Empty field,Empty field,Empty field,Empty field,
155,92369,Baja Az Guns,https://www.henryusa.com/dealer-location/baja-az-guns/,"1215 W FRONTAGE RDRIO RICO, AZ 85648",Arizona,Empty field,520-789-4536,tony.buettner@gmail.com,http://www.BajaAZGuns.com,Empty field,Empty field,Empty field,
156,92339,Bank St Guns,https://www.henryusa.com/dealer-location/bank-st-guns/,"4395 N Bank StKingman, AZ 86409",Arizona,Empty field,928-692-4867,bankstguns@ymail.com,Empty field,Empty field,Empty field,Empty field,
157,92345,Bass Pro Shops – Mesa,https://www.henryusa.com/dealer-location/bass-pro-shop-2/,"1133 N Dobson RdMesa, AZ 85201",Arizona,Empty field,602-606-5600,nagiunta@basspro.com,Empty field,Empty field,Empty field,Empty field,
158,92352,Bear Arms – Scottsdale,https://www.henryusa.com/dealer-location/bear-arms/,"10269 North Scottsdale RoadScottsdale, AZ 85253",Arizona,Empty field,480-998-2727,beararmsguns@gmail.com,Empty field,480-998-1803,Empty field,Empty field,
159,92346,Bear Mountain Sports – Mesa,https://www.henryusa.com/dealer-location/bear-mountain-sports/,"899 East SouthernMesa, AZ 85204",Arizona,Edward Hightower,480-926-7161,bearmtned@gmail.com,http://www.bearmountainsports.com,480-926-8923,Empty field,Empty field,
160,92393,Bucky Oneill Guns Llc,https://www.henryusa.com/dealer-location/bucky-oneill-guns-llc/,"122 Grove AvePrescott, AZ 86301",Arizona,Empty field,928-778-7703,buckyoneillguns@gmail.com,Empty field,Empty field,Empty field,Empty field,
161,92359,C2 Tactical,https://www.henryusa.com/dealer-location/c2-tactical/,"8475 S Emerald DriveTempe, AZ 85284",Arizona,Empty field,480-588-8802,c2contact@c2tactical.com,http://www.c2tactical.com,Empty field,Empty field,Empty field,
162,92362,Cabela’s – Glendale,https://www.henryusa.com/dealer-location/cabelas-5/,"9380 W Glendale AveGlendale, AZ 85305",Arizona,Empty field,623-872-6700,Carl.Matzelle@cabelas.com,http://www.cabelas.com,Empty field,Empty field,Empty field,
163,92399,Cash Box Jewelry & Pawn Co,https://www.henryusa.com/dealer-location/cash-box-jewelry-pawn-co/,"2014 S CraycroftTucson, AZ 85711",Arizona,Empty field,520-790-7404,Empty field,Empty field,Empty field,Empty field,Empty field,
164,92347,Caswells Shooting Range,https://www.henryusa.com/dealer-location/caswells-shooting-range/,"856 East Isabella AvenueMesa, AZ 85204",Arizona,Empty field,480-497-5141,Empty field,http://www.caswells.com,480-497-5761,Empty field,Empty field,
165,112321,Chosin Firearms,https://www.henryusa.com/dealer-location/chosin-firearms/,"2133 N Highway 90Huachuca City, AZ 85616",Arizona,Dean Wahlster,520-456-8859,chosinfirearms@yahoo.com,https://www.facebook.com/profile.php?id=100030791426830,Empty field,Empty field,Empty field,
166,121946,Clik Clik Bang Firearms,https://www.henryusa.com/dealer-location/clik-clik-bang-firearms/,"3233 E CHANDLER BLVD STE 7PHOENIX , AZ 85048",Arizona,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,
167,123153,CRAZZY JOE’S,https://www.henryusa.com/dealer-location/crazzy-joes/,"12110 W BENITO DRARIZONA CITY, AZ 85123",Arizona,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,Empty field,
168,92365,Diamond Point Gun Shop,https://www.henryusa.com/dealer-location/diamond-point-gun-shop/,"788 Pinon RoadPayson, AZ 85541",Arizona,Empty field,928-474-5345,delnewland@gmail.com,Empty field,928-474-2064,Empty field,Empty field,
169,92335,Dominion Firearms,https://www.henryusa.com/dealer-location/dominion-firearms/,"3523 East US Highway 60Miami, AZ 85539",Arizona,Lee Kinnard,928-402-0000,dominionfirearms@gmail.com,Empty field,Empty field,Empty field,Empty field,
170,92366,Firing Pin Gun & Pawn,https://www.henryusa.com/dealer-location/firing-pin-gun-pawn/,"620 S. 6th AveSafford, AZ 85546",Arizona,David Morse,928-428-3767,fpeshop620@yahoo.com,Empty field,Empty field,Empty field,Empty field,
171,122253,Fully Loaded Manufacturing Inc,https://www.henryusa.com/dealer-location/fully-loaded-manufacturing-inc/,"2430 W RuthrauffSuite 136-138Tucson, AZ 85705",Arizona,Esteban Quiroz,520-401-8429,Empty field,https://fullyloadedmanufacturing.com/,Empty field,Empty field,Empty field,
172,92396,G P Distributing,https://www.henryusa.com/dealer-location/g-p-distributing/,"DBA Shoppers Supply2880 S Alma School RdChandler, AZ 85286",Arizona,Empty field,480-917-4060,scottr@shoppersfarmstore.com,Empty field,Empty field,Empty field,Empty field,
173,92327,Gila Outdoor,https://www.henryusa.com/dealer-location/gila-outdoor/,"3660 W Main StThatcher, AZ 85552",Arizona,Empty field,928-348-0710,Empty field,Empty field,Empty field,Empty field,Empty field,
174,107715,Goliath Industries Llc,https://www.henryusa.com/dealer-location/goliath-industries-llc/,"10185 S Harbor Ave.Mohave Valley, AZ 86440",Arizona,Tony McLean,928-272-4867,goliathindustries@yahoo.com,Empty field,Empty field,Empty field,Empty field,
175,92354,Grayhawk Enterprises,https://www.henryusa.com/dealer-location/grayhawk-enterprises/,"8989 E. Via LindaSte 214AScottsdale, AZ 85258",Arizona,Empty field,480-629-4499,marinepi@cox.net,http://www.grayhawksales.com,480-588-6499,Empty field,Empty field,
176,92353,Guns & Plus,https://www.henryusa.com/dealer-location/guns-plus-2/,"16551 N Dysart Rd #112Surprise, AZ 85378",Arizona,Empty field,623-583-1570,Empty field,http://www.gunsplusaz.com,Empty field,Empty field,Empty field,
177,92348,Guns Etc.,https://www.henryusa.com/dealer-location/guns-etc/,"2910 South Alma School RDMesa, AZ 85210",Arizona,Ashton Coleman,480-963-4311,info@gunsetc.com,https://gunsetc.com/,480-899-4808,Empty field,Empty field,
178,92338,Havasu Guns,https://www.henryusa.com/dealer-location/havasu-guns/,"2115 N Mcculloch Blvd #1Lake Havasu City, AZ 86403",Arizona,Empty field,928-302-1991,Empty field,Empty field,Empty field,Empty field,Empty field,
179,92377,High Country Guns & Knives,https://www.henryusa.com/dealer-location/high-country-guns-knives/,"555 White Spar RoadPrescott, AZ 86303",Arizona,Empty field,928-445-7704,Empty field,Empty field,928-445-0081,Empty field,Empty field,
180,92371,Homestead Firearms,https://www.henryusa.com/dealer-location/homestead-firearms/,"3800 North Homestead Ave.Tucson, AZ 85749",Arizona,Charles Van Riper III,520-258-8287,charles@homesteafirearms.com,http://homesteadfirearms.com/cart2/Home.htm,Empty field,Empty field,Empty field,
181,92331,Horizon Int’L Inc,https://www.henryusa.com/dealer-location/horizon-intl-inc/,"522 E Butler AveFlagstaff, AZ 86001",Arizona,Empty field,928-556-9649,Empty field,Empty field,Empty field,Empty field,Empty field,
